0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label_multi,label_binary
32085.0,2.0,0.984771728515625,1.3507176959644356,3.085302745343884,5.141819773812228,5.700879766885484,9.974026442623282,7.33670025623052,9.981488125269427,159.0,15941.0,16144.0,16095.0,15990.0,836.2253956794739,0.979156494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
31965.0,2.0,0.9854278564453125,1.5189105908350895,3.3954441400966404,5.3748792945773,6.377683443931462,9.998289269696087,8.500963126405875,9.998296293525117,211.0,16020.0,15945.0,16052.0,15913.0,835.8406196832657,0.975494384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32085.0,2.0,0.0,1.4709375279275863,3.1219176185946726,4.517448626319401,4.791007300654989,9.339895371935109,6.352863564446967,9.875999726135879,174.0,15863.0,16222.0,15975.0,16110.0,780.8700572252274,0.979156494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32113.0,2.0,0.9867706298828125,1.4289791615174128,3.153304632313443,5.3457121439440085,6.46824119696973,-9.998179800101596,-8.069309914047091,-9.999856482678215,142.0,16051.0,16062.0,16074.0,16039.0,798.1837655305862,0.980010986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32221.0,2.0,0.0,1.4520896426608572,3.1911161667140338,5.253002283373743,6.3891632874448065,9.999829083479044,-9.541516962037596,9.997338326602508,145.0,16084.0,16137.0,16147.0,16074.0,780.7279218435287,0.983306884765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32012.0,2.0,0.25,1.4778721848079754,3.199882392356369,5.415371713203804,6.087620757093488,9.994419505014354,8.309135416331719,-9.997179604436667,159.0,15981.0,16031.0,16011.0,16001.0,870.8111820220947,0.9769287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
31988.0,2.0,0.9863128662109375,1.5439636180525682,3.455206205995152,5.374211824524837,6.422700980352829,9.998436352277741,8.312249194315793,9.998645447095722,211.0,16041.0,15947.0,16113.0,15875.0,804.183765411377,0.9761962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32152.0,2.0,0.9866790771484375,1.464066204147635,3.2608293080715165,5.093423369612836,6.422202795243512,9.998845763618224,-8.256718883855866,-9.997382989380649,118.0,16082.0,16070.0,16238.0,15914.0,800.5269113779068,0.981201171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32102.0,2.0,0.9863739013671875,1.4110766386505091,3.05164071845796,6.226136901825742,6.37171278540165,9.999638034563981,7.957675581945512,-9.999147774940884,134.0,16052.0,16050.0,16134.0,15968.0,814.8700572252274,0.97967529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32151.0,2.0,0.9867095947265625,1.4865260617712495,3.3997612644149697,4.849745331529694,5.998307484673128,-9.985230731229123,-7.724673332621974,9.993422012841725,178.0,16065.0,16086.0,16124.0,16027.0,809.6984843015671,0.981170654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32204.0,2.0,0.0,1.469673629538119,3.192815959538236,5.199759774914142,6.182564447151668,9.998770398617829,8.591975854729524,9.994361764434286,168.0,16105.0,16099.0,16070.0,16134.0,783.4558436870575,0.9827880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32017.0,2.0,0.985198974609375,1.473898804381909,3.3751058809959424,5.375618657375156,6.467570319865846,9.998651651090787,-8.671784091175967,-9.99885447339663,138.0,16006.0,16011.0,16071.0,15946.0,832.911687374115,0.977081298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32124.0,2.0,0.0,1.324992233383654,3.067469036803958,5.573497745688348,7.511990732768397,-9.999982454143272,-9.399070961495568,-9.999966182571441,158.0,16086.0,16038.0,16127.0,15997.0,839.5979790687561,0.9803466796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32199.0,2.0,0.0,1.3969481936921242,2.964134046422021,5.3560109728743965,6.313916116449887,9.998516937958268,8.460850146160935,9.997308581248799,161.0,16088.0,16111.0,16088.0,16111.0,807.4558436870575,0.982635498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32083.0,2.0,0.9859619140625,1.481065534170117,3.239818437507833,7.0537074635326364,6.178619057246878,9.999678875897962,7.797992230005334,-9.999382921450906,143.0,16039.0,16044.0,16077.0,16006.0,815.4558436870575,0.979095458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32101.0,2.0,0.9865875244140625,1.4667844920910569,3.2764729228201968,5.051403860947139,6.289255642681871,9.999101208431272,8.253162221254295,9.995345667343006,163.0,16102.0,15999.0,16114.0,15987.0,803.2132030725479,0.979644775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32173.0,2.0,0.98663330078125,1.4372070621796147,3.0494693908274266,5.362167966809276,6.698104138635088,-9.999576439353858,-8.313618959617813,-9.999308649209755,146.0,16036.0,16137.0,16093.0,16080.0,809.1126976013184,0.981842041015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32192.0,2.0,0.9866180419921875,1.4478484664506261,3.2692800922127963,5.222774511768407,5.294750164061808,9.896100214997807,6.952700355969189,9.970040974745256,155.0,16001.0,16191.0,16144.0,16048.0,802.5269113779068,0.982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32019.0,2.0,0.16666666666666666,1.4908255557398546,3.441114783193805,5.178622157040702,6.26094059960231,9.999003941509466,8.965175750864361,9.99559452925039,204.0,16047.0,15972.0,16073.0,15946.0,821.012192606926,0.977142333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
32098.0,2.0,0.986480712890625,1.4915413169394083,3.4570646228403272,5.222067695765489,5.943008664511099,9.987338871369811,8.208657629725415,-9.998399025176825,149.0,16016.0,16082.0,16118.0,15980.0,802.7695519924164,0.97955322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,genuine
